interaction_name,pathway_name,uniprot_ligand,uniprot_receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version,unique_int
INHBABB_ACVR1C_ACVR2A,ACTIVIN,P08476_P09529,P27037_Q8NER5,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,Secreted Signaling,INHBABB - (ACVR1C+ACVR2A),PMID: 2457849; PMID: 22991378,FALSE,"INHBA, INHBB",TGF-beta,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, 3D-structure, Hormone, Glycoprotein, Direct protein sequencing",growth factor;hormone,FALSE,"ACVR1C, ACVR2A","Protein kinase superfamily, TKL Ser/Thr protein kinase",Membrane,"Membrane, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Signal, Reference proteome, Metal-binding, Transmembrane helix, Apoptosis, Serine/threonine-protein kinase, Nucleotide-binding, Magnesium, Disulfide bond, Glycoprotein, 3D-structure",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,P08476_P09529_P27037_Q8NER5
INHB_ACVR1C_ACVR2B,ACTIVIN,P08476_P09529,Q13705_Q8NER5,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,Secreted Signaling,INHB - (ACVR1C+ACVR2B),PMID: 2457849; PMID: 22991378,FALSE,"INHBA, INHBB",TGF-beta,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, 3D-structure, Hormone, Glycoprotein, Direct protein sequencing",growth factor;hormone,FALSE,"ACVR1C, ACVR2B","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane","Membrane, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Signal, Reference proteome, Metal-binding, Transmembrane helix, Apoptosis, Serine/threonine-protein kinase, Nucleotide-binding, Magnesium, Disulfide bond, Heterotaxy, Glycoprotein, Disease variant, Cell membrane, Phosphoprotein, 3D-structure",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,P08476_P09529_Q13705_Q8NER5
INHABA_ACVR2A,ACTIVIN,P05111_P08476,P27037,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,Secreted Signaling,INHABA - ACVR2A,PMID: 15027884,FALSE,"INHBA, INHA",TGF-beta,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, 3D-structure, Hormone, Glycoprotein, Direct protein sequencing",growth factor;hormone,FALSE,ACVR2A,"Protein kinase superfamily, TKL Ser/Thr protein kinase",Membrane,"Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Signal, Reference proteome, Metal-binding, Transmembrane helix, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,P05111_P08476_P27037
INHABB_ACVR2B,ACTIVIN,P05111_P09529,Q13705,,ACTIVIN antagonist,,ACTIVIN inhibition receptor,Secreted Signaling,INHABB - ACVR2B,PMID: 15027884,FALSE,"INHA, INHBB",TGF-beta,Secreted,"Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Direct protein sequencing, Cleavage on pair of basic residues, Hormone, Glycoprotein, 3D-structure",growth factor;hormone,FALSE,ACVR2B,"Protein kinase superfamily, TKL Ser/Thr protein kinase",Cell membrane,"Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Heterotaxy, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium",Receptors,Act.TGFB;Kinase,,,TRUE,CellChatDB v1,P05111_P09529_Q13705
WNT1_FZD1_LRP5,WNT,P04628,O75197_Q9UP38,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT1 - (FZD1+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT1,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein",cellsignal_wnt,FALSE,"FZD1, LRP5","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Phosphoprotein, Repeat",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,TRUE,CellChatDB v1,P04628_O75197_Q9UP38
WNT1_FZD10_LRP5,WNT,P04628,O75197_Q9ULW2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT1 - (FZD10+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT1,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein",cellsignal_wnt,FALSE,"FZD10, LRP5","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Phosphoprotein, Repeat",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,TRUE,CellChatDB v1,P04628_O75197_Q9ULW2
WNT1_FZD2_LRP5,WNT,P04628,O75197_Q14332,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT1 - (FZD2+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT1,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein",cellsignal_wnt,FALSE,"FZD2, LRP5","G-protein coupled receptor Fz/Smo, LDLR","Membrane, Cell membrane, Endoplasmic reticulum","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Endocytosis, Phosphoprotein, Repeat",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,TRUE,CellChatDB v1,P04628_O75197_Q14332
WNT1_FZD3_LRP5,WNT,P04628,O75197_Q9NPG1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT1 - (FZD3+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT1,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein",cellsignal_wnt,FALSE,"LRP5, FZD3","LDLR, G-protein coupled receptor Fz/Smo","Endoplasmic reticulum, Membrane, Apical cell membrane, Cell surface, Cell membrane","Membrane, Disulfide bond, Transmembrane, Osteogenesis imperfecta, Osteopetrosis, Receptor, EGF-like domain, Endoplasmic reticulum, Glycoprotein, Disease variant, Endocytosis, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Transmembrane helix, Phosphoprotein, Repeat, Neurogenesis, Alternative splicing, Transducer, Cell membrane, Direct protein sequencing, G-protein coupled receptor, Ubl conjugation",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,TRUE,CellChatDB v1,P04628_O75197_Q9NPG1
WNT1_FZD4_LRP5,WNT,P04628,O75197_Q9ULV1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT1 - (FZD4+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT1,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein",cellsignal_wnt,FALSE,"FZD4, LRP5","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Endocytosis, Phosphoprotein, Repeat",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,TRUE,CellChatDB v1,P04628_O75197_Q9ULV1
WNT1_FZD5_LRP5,WNT,P04628,O75197_Q13467,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT1 - (FZD5+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT1,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein",cellsignal_wnt,FALSE,"FZD5, LRP5","G-protein coupled receptor Fz/Smo, LDLR","Perikaryon, Cell projection, Axon, Synapse, Golgi apparatus membrane, Dendrite, Cell membrane, Endoplasmic reticulum, Membrane","Membrane, Disulfide bond, Transmembrane, Lipid-binding, Receptor, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, Synapse, G-protein coupled receptor, 3D-structure, Ubl conjugation, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Phosphoprotein, Repeat",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,TRUE,CellChatDB v1,P04628_O75197_Q13467
WNT1_FZD6_LRP5,WNT,P04628,O60353_O75197,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT1 - (FZD6+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT1,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein",cellsignal_wnt,FALSE,"FZD6, LRP5","G-protein coupled receptor Fz/Smo, LDLR","Endoplasmic reticulum membrane, Cytoplasmic vesicle membrane, Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Transducer, Disease variant, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, Ubl conjugation, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endocytosis, Repeat",Receptors,"Frizzled;GPCR, LDLR;Other_receptors",,,TRUE,CellChatDB v1,P04628_O60353_O75197
WNT1_FZD7_LRP5,WNT,P04628,O75084_O75197,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT1 - (FZD7+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT1,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein",cellsignal_wnt,FALSE,"LRP5, FZD7","LDLR, G-protein coupled receptor Fz/Smo","Endoplasmic reticulum, Membrane, Endosome membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Osteogenesis imperfecta, Osteopetrosis, Receptor, EGF-like domain, Endoplasmic reticulum, Glycoprotein, Disease variant, Endocytosis, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Transmembrane helix, Phosphoprotein, Repeat, Transducer, Cell membrane, G-protein coupled receptor, 3D-structure, Endosome, Ubl conjugation",Receptors,"Frizzled;GPCR, LDLR;Other_receptors",,,TRUE,CellChatDB v1,P04628_O75084_O75197
WNT1_FZD8_LRP5,WNT,P04628,O75197_Q9H461,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT1 - (FZD8+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT1,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein",cellsignal_wnt,FALSE,"FZD8, LRP5","G-protein coupled receptor Fz/Smo, LDLR","Golgi apparatus, Membrane, Cell membrane, Endoplasmic reticulum","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, G-protein coupled receptor, 3D-structure, Ubl conjugation, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Phosphoprotein, Repeat",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,TRUE,CellChatDB v1,P04628_O75197_Q9H461
WNT1_FZD9_LRP5,WNT,P04628,O00144_O75197,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT1 - (FZD9+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT1,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein",cellsignal_wnt,FALSE,"FZD9, LRP5","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Phosphoprotein, Repeat",Receptors,"Frizzled;GPCR, LDLR;Other_receptors",,,TRUE,CellChatDB v1,P04628_O00144_O75197
WNT10A_FZD1_LRP5,WNT,Q9GZT5,O75197_Q9UP38,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT10A - (FZD1+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT10A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Hypotrichosis, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Palmoplantar keratoderma, Disulfide bond, Phosphoprotein, Secreted, Extracellular matrix, Ectodermal dysplasia, Glycoprotein",secreted,FALSE,"FZD1, LRP5","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Phosphoprotein, Repeat",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,TRUE,CellChatDB v1,Q9GZT5_O75197_Q9UP38
WNT10A_FZD10_LRP5,WNT,Q9GZT5,O75197_Q9ULW2,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT10A - (FZD10+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT10A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Hypotrichosis, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Palmoplantar keratoderma, Disulfide bond, Phosphoprotein, Secreted, Extracellular matrix, Ectodermal dysplasia, Glycoprotein",secreted,FALSE,"FZD10, LRP5","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Phosphoprotein, Repeat",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,TRUE,CellChatDB v1,Q9GZT5_O75197_Q9ULW2
WNT10A_FZD2_LRP5,WNT,Q9GZT5,O75197_Q14332,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT10A - (FZD2+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT10A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Hypotrichosis, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Palmoplantar keratoderma, Disulfide bond, Phosphoprotein, Secreted, Extracellular matrix, Ectodermal dysplasia, Glycoprotein",secreted,FALSE,"FZD2, LRP5","G-protein coupled receptor Fz/Smo, LDLR","Membrane, Cell membrane, Endoplasmic reticulum","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Endocytosis, Phosphoprotein, Repeat",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,TRUE,CellChatDB v1,Q9GZT5_O75197_Q14332
WNT10A_FZD3_LRP5,WNT,Q9GZT5,O75197_Q9NPG1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT10A - (FZD3+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT10A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Hypotrichosis, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Palmoplantar keratoderma, Disulfide bond, Phosphoprotein, Secreted, Extracellular matrix, Ectodermal dysplasia, Glycoprotein",secreted,FALSE,"LRP5, FZD3","LDLR, G-protein coupled receptor Fz/Smo","Endoplasmic reticulum, Membrane, Apical cell membrane, Cell surface, Cell membrane","Membrane, Disulfide bond, Transmembrane, Osteogenesis imperfecta, Osteopetrosis, Receptor, EGF-like domain, Endoplasmic reticulum, Glycoprotein, Disease variant, Endocytosis, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Transmembrane helix, Phosphoprotein, Repeat, Neurogenesis, Alternative splicing, Transducer, Cell membrane, Direct protein sequencing, G-protein coupled receptor, Ubl conjugation",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,TRUE,CellChatDB v1,Q9GZT5_O75197_Q9NPG1
WNT10A_FZD4_LRP5,WNT,Q9GZT5,O75197_Q9ULV1,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT10A - (FZD4+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT10A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Hypotrichosis, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Palmoplantar keratoderma, Disulfide bond, Phosphoprotein, Secreted, Extracellular matrix, Ectodermal dysplasia, Glycoprotein",secreted,FALSE,"FZD4, LRP5","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Endocytosis, Phosphoprotein, Repeat",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,TRUE,CellChatDB v1,Q9GZT5_O75197_Q9ULV1
WNT10A_FZD5_LRP5,WNT,Q9GZT5,O75197_Q13467,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT10A - (FZD5+LRP5),KEGG: hsa04310; PMID: 23209147,FALSE,WNT10A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Hypotrichosis, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Palmoplantar keratoderma, Disulfide bond, Phosphoprotein, Secreted, Extracellular matrix, Ectodermal dysplasia, Glycoprotein",secreted,FALSE,"FZD5, LRP5","G-protein coupled receptor Fz/Smo, LDLR","Perikaryon, Cell projection, Axon, Synapse, Golgi apparatus membrane, Dendrite, Cell membrane, Endoplasmic reticulum, Membrane","Membrane, Disulfide bond, Transmembrane, Lipid-binding, Receptor, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, Synapse, G-protein coupled receptor, 3D-structure, Ubl conjugation, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Phosphoprotein, Repeat",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,TRUE,CellChatDB v1,Q9GZT5_O75197_Q13467
